Time;Step;Loss;mIoU;Precision;Model
1669585498.2398953;0;3300.304931640625;0.21099866926670074;0.3263331353664398;unet_mse
1669586087.5964942;1;2954.700927734375;0.21099869906902313;0.3263331949710846;unet_mse
1669586670.423042;2;3297.849853515625;0.2109985649585724;0.3263329863548279;unet_mse
1669587254.4975147;3;3321.034423828125;0.21099868416786194;0.3263331353664398;unet_mse
1669587835.7193725;4;3605.27197265625;0.21099863946437836;0.32633304595947266;unet_mse
1669588420.3463664;5;3316.939208984375;0.2109987735748291;0.32633328437805176;unet_mse
1669589004.4757924;6;3537.177490234375;0.21099872887134552;0.326333224773407;unet_mse
1669589584.2634482;7;3218.86083984375;0.2109987437725067;0.326333224773407;unet_mse
1669590165.4454296;8;3414.576416015625;0.21099862456321716;0.32633304595947266;unet_mse
1669590746.254781;9;3493.48974609375;0.21099868416786194;0.3263331353664398;unet_mse
1669591326.9371784;10;3399.72265625;0.21099871397018433;0.3263331949710846;unet_mse
1669591907.4799209;11;3667.696044921875;0.21099872887134552;0.326333224773407;unet_mse
1669592487.441856;12;3165.291748046875;0.21099866926670074;0.3263331353664398;unet_mse
1669593067.195568;13;3304.8388671875;0.21099863946437836;0.32633307576179504;unet_mse
1669593647.9665575;14;3604.729736328125;0.2109985649585724;0.3263329863548279;unet_mse
1669594230.198831;15;3347.93017578125;0.2109987437725067;0.3263331949710846;unet_mse
1669594811.289004;16;3399.578857421875;0.21099869906902313;0.3263331651687622;unet_mse
1669595392.6361797;17;3319.66748046875;0.21099866926670074;0.3263331651687622;unet_mse
1669595973.590738;18;3450.989990234375;0.21099860966205597;0.32633304595947266;unet_mse
1669596553.4819992;19;3351.3232421875;0.21099865436553955;0.32633310556411743;unet_mse
1669597132.789014;20;3360.84228515625;0.21099859476089478;0.3263329863548279;unet_mse
1669597711.041991;21;3232.75830078125;0.21099868416786194;0.3263331353664398;unet_mse
1669598288.5259235;22;3373.49853515625;0.21099866926670074;0.3263331353664398;unet_mse
1669598867.8940115;23;3685.763671875;0.21099869906902313;0.3263331949710846;unet_mse
1669599446.5442119;24;3415.7236328125;0.21099863946437836;0.32633307576179504;unet_mse
1669600025.5164812;25;3644.97607421875;0.21099868416786194;0.3263331353664398;unet_mse
1669600604.4142275;26;3252.59228515625;0.21099866926670074;0.32633307576179504;unet_mse
1669601184.085901;27;3143.560302734375;0.21099869906902313;0.3263331651687622;unet_mse
1669601763.2899935;28;3005.329345703125;0.21099865436553955;0.32633307576179504;unet_mse
1669602341.2259097;29;3531.49169921875;0.21099863946437836;0.32633304595947266;unet_mse
1669535912.6299422;0;1.773899793624878;0.25449138879776;0.3799535036087036;unet_ce
1669536504.7895007;1;1.500342607498169;0.3949635326862335;0.530297040939331;unet_ce
1669537093.90528;2;1.4498262405395508;0.3621555268764496;0.49795904755592346;unet_ce
1669537681.753959;3;1.4413533210754395;0.3825142979621887;0.5182067155838013;unet_ce
1669538270.3515253;4;1.3882471323013306;0.34853410720825195;0.4840702712535858;unet_ce
1669538860.2169154;5;1.3279690742492676;0.31523120403289795;0.44890251755714417;unet_ce
1669539448.3322535;6;1.383555293083191;0.4160913825035095;0.5503291487693787;unet_ce
1669540035.8327076;7;1.3393446207046509;0.4059605002403259;0.5407990217208862;unet_ce
1669540625.3915384;8;1.3172024488449097;0.37626200914382935;0.5120523571968079;unet_ce
1669541213.7262943;9;1.3047279119491577;0.39938315749168396;0.5345377922058105;unet_ce
1669541802.138519;10;1.2192672491073608;0.42147690057754517;0.5553399920463562;unet_ce
1669542392.2506945;11;1.3284449577331543;0.39804136753082275;0.5332527160644531;unet_ce
1669542981.0697196;12;1.2688246965408325;0.30542027950286865;0.43820032477378845;unet_ce
1669543570.7669928;13;1.296667456626892;0.38484299182891846;0.5204849243164062;unet_ce
1669544159.430167;14;1.2503494024276733;0.4488827586174011;0.5802628397941589;unet_ce
1669544748.2465992;15;1.282164216041565;0.404906690120697;0.5397995710372925;unet_ce
1669545334.8773232;16;1.2912957668304443;0.3840719759464264;0.5197312235832214;unet_ce
1669545925.0149367;17;1.2583423852920532;0.27301597595214844;0.40167900919914246;unet_ce
1669546512.6606483;18;1.1903505325317383;0.44488126039505005;0.5766828656196594;unet_ce
1669547101.0729237;19;1.178344488143921;0.4601999819278717;0.5902819633483887;unet_ce
1669547686.3676066;20;1.202532410621643;0.46085137128829956;0.5908536314964294;unet_ce
1669548270.5041957;21;1.2564514875411987;0.4314999282360077;0.5645661354064941;unet_ce
1669548853.2239826;22;1.1853299140930176;0.4390008747577667;0.5713854432106018;unet_ce
1669549436.703994;23;1.2306216955184937;0.45892566442489624;0.5891612768173218;unet_ce
1669550022.2411587;24;1.1447726488113403;0.41474881768226624;0.5490739941596985;unet_ce
1669550606.4478714;25;1.2072925567626953;0.4587159752845764;0.5889772176742554;unet_ce
1669551189.2218795;26;1.113533854484558;0.4265434741973877;0.5600199103355408;unet_ce
1669551772.4178197;27;1.2158509492874146;0.2284969687461853;0.3483625650405884;unet_ce
1669552351.370723;28;1.1610757112503052;0.41034626960754395;0.5449414849281311;unet_ce
1669552933.8562992;29;1.340561819076538;0.4492513835430145;0.58059161901474;unet_ce
1670039516.025822;0;1.8141169548034668;0.21165916323661804;0.3271762430667877;dunet_ce
1670040102.963601;1;1.4566121101379395;0.3537404537200928;0.48941195011138916;dunet_ce
1670040685.4552033;2;1.452087640762329;0.38310182094573975;0.5187820196151733;dunet_ce
1670041265.7875648;3;1.37558913230896;0.3609391748905182;0.49672988057136536;dunet_ce
1670041846.8421235;4;1.356886863708496;0.4039190709590912;0.538861870765686;dunet_ce
1670042424.477271;5;1.4020934104919434;0.4092567265033722;0.5439148545265198;dunet_ce
1670042999.9031315;6;1.3424298763275146;0.39711275696754456;0.5323624610900879;dunet_ce
1670043574.3850513;7;1.3499692678451538;0.44568607211112976;0.5774046778678894;dunet_ce
1670044147.6270216;8;1.3121578693389893;0.43377038836479187;0.5666375160217285;dunet_ce
1670044721.9348803;9;1.3511888980865479;0.39684543013572693;0.5321059823036194;dunet_ce
1670045294.3456862;10;1.3511446714401245;0.4258134961128235;0.5593475103378296;dunet_ce
1670045870.970132;11;1.2954221963882446;0.44270941615104675;0.5747314691543579;dunet_ce
1670046445.0301607;12;1.3804097175598145;0.4554227888584137;0.5860717296600342;dunet_ce
1670052271.2707732;13;1.311048150062561;0.3896459937095642;0.5251592993736267;dunet_ce
1670052859.6459036;14;1.2454123497009277;0.475299596786499;0.6034097075462341;dunet_ce
1670083570.2387762;15;1.2461192607879639;0.46144264936447144;0.5913724303245544;dunet_ce
1670084158.3553872;16;1.2458566427230835;0.4484501779079437;0.5798767805099487;dunet_ce
1670084740.9962602;17;1.1778873205184937;0.4629923701286316;0.5927299857139587;dunet_ce
1670085321.6432548;18;1.1342817544937134;0.4314713180065155;0.5645394921302795;dunet_ce
1670085905.755717;19;1.184372067451477;0.46343591809272766;0.5931179523468018;dunet_ce
1670086485.2998319;20;1.0344911813735962;0.4976896643638611;0.6223891377449036;dunet_ce
1670087065.4426684;21;1.1365389823913574;0.4784485399723053;0.606113851070404;dunet_ce
1670087643.4722154;22;1.1710442304611206;0.5077394843101501;0.6307244300842285;dunet_ce
1670088220.5716512;23;1.1026148796081543;0.48488444089889526;0.6116045117378235;dunet_ce
1670088795.6248481;24;1.132799506187439;0.4491540193557739;0.5805047750473022;dunet_ce
1670089365.975083;25;1.145245909690857;0.49966803193092346;0.624038815498352;dunet_ce
1670089939.165702;26;1.1533783674240112;0.4388095438480377;0.5712127685546875;dunet_ce
1670090511.1636178;27;1.1248434782028198;0.5207442045211792;0.6413475871086121;dunet_ce
1670091083.9921649;28;1.104637622833252;0.46092522144317627;0.5909186601638794;dunet_ce
1670091654.877729;29;0.9077215766906738;0.5261566638946533;0.6457151174545288;dunet_ce
1670024170.7724328;0;7.252752304077148;0.3518860936164856;0.4875141978263855;bisenet_ce
1670024629.4863946;1;5.625700950622559;0.37946;0.5109851717948913;bisenet_ce
1670024900.2278864;2;4.9235148429870605;0.407034;0.5344561457633972;bisenet_ce
1670025170.588177;3;4.459873199462891;0.434608;0.5579271197319031;bisenet_ce
1670025440.789318;4;4.097967147827148;0.462182;0.581398093700409;bisenet_ce
1670025712.3267002;5;3.8567442893981934;0.489756;0.6048690676689148;bisenet_ce
1670025981.8798807;6;3.7318174839019775;0.51733;0.6283400416374206;bisenet_ce
1670026252.806793;7;3.4419329166412354;0.544904;0.6518110156059265;bisenet_ce
1670026522.1506848;8;3.2445032596588135;0.572478;0.6752819895744324;bisenet_ce
1670026791.9297922;9;3.2089157104492188;0.600052;0.6987529635429383;bisenet_ce
1670027061.4366367;10;3.1096842288970947;0.6276267766952515;0.7222239375114441;bisenet_ce
1670027512.292387;11;2.885246753692627;0.628725117444992;0.7229951977729797;bisenet_ce
1670027783.0335007;12;2.760073661804199;0.6298234581947326;0.7237664580345153;bisenet_ce
1670028051.6208549;13;2.7023799419403076;0.6309217989444733;0.7245377182960511;bisenet_ce
1670028319.8617067;14;2.6462647914886475;0.6320201396942139;0.7253089785575867;bisenet_ce
1670028588.9959164;15;2.5994365215301514;0.6331184804439545;0.7260802388191223;bisenet_ce
1670028858.038705;16;2.4928886890411377;0.634216821193695;0.7268514990806579;bisenet_ce
1670029127.0923138;17;2.3946921825408936;0.6353151619434356;0.7276227593421936;bisenet_ce
1670029394.428961;18;2.5022659301757812;0.6364135026931763;0.7283940196037293;bisenet_ce
1670029660.296371;19;2.2189648151397705;0.6375118434429169;0.7291652798652649;bisenet_ce
1670029929.4650953;20;2.404592275619507;0.6386101841926575;0.7299365401268005;bisenet_ce
1670030380.4307077;21;2.179079294204712;0.6386101841926575;0.7299365401268005;bisenet_ce
1670030650.1649647;22;2.179901599884033;0.6386101841926575;0.7299365401268005;bisenet_ce
1670030917.2806902;23;2.253114700317383;0.6386101841926575;0.7299365401268005;bisenet_ce
1670031183.9141247;24;2.1048531532287598;0.6386101841926575;0.7299365401268005;bisenet_ce
1670031450.3173144;25;2.0950679779052734;0.6386101841926575;0.7299365401268005;bisenet_ce
1670031717.1876657;26;2.019386053085327;0.6386101841926575;0.7299365401268005;bisenet_ce
1670031982.308113;27;1.9559361934661865;0.6386101841926575;0.7299365401268005;bisenet_ce
1670032248.0636604;28;2.0922341346740723;0.6386101841926575;0.7299365401268005;bisenet_ce
1670100704.427987;29;1.9559361934661865;0.638610303401947;0.7299371361732483;bisenet_ce
